UML_ID,Mill_Name,Group_Name,Group,Parent_Com,Parent Company,Comments,RSPO_Statu,RSPO_Type,Date,Latitude,Longitude,ISO,Country,Province,District,Confidence,Alternativ,Type,Alt Names
PO1000010802,DHARMA SATYA NUSANTARA MILL 8 (AGRO ANDALAN),DHARMA SATYA NUSANTARA (DSN),Dharma Satya Nusantara (DSN),DHARMA SATYA NUSANTARA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-0.102824,111.029149,IDN,Indonesia,Kalimantan Barat,Sekadau,1-Fully Verified, ,,"AGRO ANDALAN,PKS 8 (DSN),DHARMA SATYA NUSANTARA MILL 8 (AGRO
ANDALAN),(AGRO ANDALAN),DHARMA SATYA NUSANTARA MILL 8(AGRO ANDALAN),,,AGRO ANDALAN (DSN 8)"
PO1000010803,EXTRACEITE,EXTRACEITE,Extraceite,EXTRACEITE,,,Not RSPO Certified,,2020/09/01 00:00:00+00,12.203,-84.232,NIC,Nicaragua,Atlántico Sur,El Rama,1-Fully Verified, ,,"EXTRACEITE, S.A,EXTRACEITE, S.A,EXTRACEITE, S.A,EXTRACEITE S.A"
PO1000010804,GOLDEN AGRO PLANTATION (GAP),GOLDEN AGRO PLANTATION (GAP),GOLDEN,GOLDEN AGRO PLANTATION (GAP),,,Not RSPO Certified,,2020/09/01 00:00:00+00,2.6725,112.127111,MYS,Malaysia,Sarawak,Dalat,1-Fully Verified, ,,"GAP OIL MILL,GAP OIL MILL SDN BHD,GAP OIL,,"
PO1000010805,KARYA HEVEA INDONESIA,KARYA HEVEA INDONESIA,Karya Hevea Indonesia,KARYA HEVEA INDONESIA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,3.374417,99.02,IDN,Indonesia,Sumatera Utara,Serdang Bedagai,2-High Confidence, ,,"KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,KARYA HAVEA INDONESIA,,KARYA HEVEA INDONESIA*,ABDI BUDI MULIA 440"
PO1000010806,DELTA SUBUR PERMAI,KENCANA AGRI GROUP,Kencana Agri,KENCANA AGRI GROUP,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-1.215564,122.518659,IDN,Indonesia,Sulawesi Tengah,Banggai,1-Fully Verified, ,,"AGRI,"
PO1000010807,GELATIK,KIARA SAWIT ABADI,HPI-AGRO (DJARUM),KIARA SAWIT ABADI,,,Not RSPO Certified,,2020/09/01 00:00:00+00,0.81729,111.01222,IDN,Indonesia,Kalimantan Barat,Sintang,1-Fully Verified, ,,GELATIK MILL
PO1000010808,MITRA ANDALAN SEJAHTERA,MITRA ANDALAN SEJAHTERA,Parna Raya (PRG),MITRA ANDALAN SEJAHTERA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,0.07979,109.27726,IDN,Indonesia,Kalimantan Barat,Pontianak,2-High Confidence, ,,
PO1000010809,OLEOINVERSIONES ZOMAC,OLEOINVERSIONES ZOMAC,OLEO INVERSIONES ZOMAC,OLEOINVERSIONES ZOMAC,,,Not RSPO Certified,,2020/09/01 00:00:00+00,4.689,-72.081,COL,Colombia,Casanare,Maní,1-Fully Verified, ,,"AGROPECUARIA SANTAMARÍA S.A.,OLEO INVERSIONES ZOMAC SAS"
PO1000010810,PALMAS OLEAGINOSAS BUCARELIA SAS,PALMAS OLEAGINOSAS BUCARELIA SAS,PALMAS OLEAGINOSAS BUCARELIA S A S,PALMAS OLEAGINOSAS BUCARELIA SAS,,,Not RSPO Certified,,2020/09/01 00:00:00+00,7.22978,-73.85034,COL,Colombia,Santander,Puerto Wilches,1-Fully Verified, ,,"PALMAS OLEAGINOSAS BUCARELIA,EXTRACTORA MONTERREY S A"
PO1000010811,ANGGOLI,SAGO,Sago Nauli,SAGO,,,Not RSPO Certified,,2020/09/01 00:00:00+00,1.538639,98.984611,IDN,Indonesia,Sumatera Utara,Tapanuli Tengah,1-Fully Verified, ,,"TRI BAHTERA SRIKANDI-ANGGOLI,TRI BAHTERA SRIKANDI (ANGGOLI),ABDI BUDI MULIA 52"
PO1000010812,KARYA AGUNG SAWITA - UJUNG BATU,SUMBER TANI AGUNG,STA,SUMBER TANI AGUNG,,,Not RSPO Certified,,2020/09/01 00:00:00+00,1.312778,100.167778,IDN,Indonesia,Riau,Rokan Hulu,3-Low Confidence, ,,"KARYA AGUNG SAWIT (UJUNG BATU),ABDI BUDI MULIA 438"
PO1000010813,SUNGAI SUGUT,SUNGAI SUGUT,Sungai Sugut,SUNGAI SUGUT,,,Not RSPO Certified,,2020/09/01 00:00:00+00,5.85378,117.3223,MYS,Malaysia,Sabah,Beluran,1-Fully Verified, ,,"SG SUGUT PALM OIL SDN BHD,SUNGAI SUGUT PALM OIL MILL,,,SUNGAI SUGUT PALM OIL MILL SDN"
PO1000010814,UNIACEITES,UNIACEITES,Unipalma,UNIACEITES,,,Not RSPO Certified,,2020/09/01 00:00:00+00,16.536293,-89.86288,GTM,Guatemala,Petén,Dolores,1-Fully Verified, ,,"CORPORACIÓN UNIACEITES,CORPORACIÓN UNIACEITES S.A."
PO1000010815,AGRONUSA INVESTAMA 3,WILMAR GROUP,Wilmar,WILMAR GROUP,,,Not RSPO Certified,,2020/09/01 00:00:00+00,1.42149,109.53715,IDN,Indonesia,Kalimantan Barat,Sambas,1-Fully Verified, ,,
PO1000010817,SUAJAYA MAHIR CROP,WTK GROUP,WTK,WTK GROUP,,,Not RSPO Certified,,2020/09/01 00:00:00+00,2.848833,112.705861,MYS,Malaysia,Sarawak,Mukah,1-Fully Verified, ,,"SUAJAYA MAHIR CROP SDN BHD,SUAJAYA PALM OIL MILL,,"
PO1000010882,AGRO ARTHA SURYA,AGRO ARTHA SURYA,Bukit Berlian Plantation Group (BBPG),AGRO ARTHA SURYA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,0.749611,122.430861,IDN,Indonesia,Gorontalo,Boalemo,1-Fully Verified, ,,BUKIT BERLIAN
PO1000010883,RANTAU GEDANG,SAWIT JAMBI LESTARI (PRG),SAWIT JAMBI LESTARI (PRG),RANTAU GEDANG,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-1.532222,102.906111,IDN,Indonesia,Jambi,Batang Hari,1-Fully Verified, ,,"PT SAWIT JAMBI LESTARI,RANTAU GEDANG (PRG)"
PO1000010884,OTACO,OTACO CO,Otaco,OTACO,,,Not RSPO Certified,,2020/09/01 00:00:00+00,7.724815,99.324366,THA,Thailand,Trang,Sikao,1-Fully Verified, ,,OTACO CO. LTD.
PO1000010886,EXTRACTORA LOMA FRESCA,OIL SUM,Loma Fresca,EXTRACTORA LOMA FRESCA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,7.528413,-73.936587,COL,Colombia,Bolívar,Simití,1-Fully Verified, ,,"EXTRACTORA LOMA FRESCA SUR DE BOLÍVAR,EXTRACTORA LOMA FRESCA SUR DE BOLIVAR S.A.,EXTRACTORA LOMA FRESCA SUR DEL BOLIVAR S.A.S.,EXTRACTORA LOMA FRESCA SUR DE BOLIVAR
S.A.,EXTRACTORA LOMA FRESCA SUR DE BOLIVAR"
PO1000010944,GRAHA AGRO NUSANTRA,KPN,KPN,KPN,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-0.083509,109.702795,IDN,Indonesia,Kalimantan Barat,Kubu Raya,1-Fully Verified, ,,"GRAHA AGRO NUSANTARA,"
PO1000010945,PT PERMATA NUSA SEJATI,PERMATA NUSA SEJATI,PERMATA NUSA SEJATI,PERMATA NUSA SEJATI,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-0.297753,111.639998,IDN,Indonesia,Kalimantan Barat,Melawi,1-Fully Verified, ,,"PERMATA NUSA SEJATI,SAMBOJA INTI PERKASA"
PO1000010946,TBS OIL MILL,TBS OIL MILL SDN BHD,Tri Bakti Sarimas (TBS),TBS OIL MILL SDN BHD,,,Not RSPO Certified,,2020/09/01 00:00:00+00,2.00721516,111.3521858,MYS,Malaysia,Sarawak,Saratok,1-Fully Verified, ,,"TBS OIL MILL SDN BHD,TBS OIL,,"
PO1000010947,TA ANN PELITA IGAN,IGAN OIL MILL SDN BHD,Ta Ann,IGAN OIL MILL SDN BHD,,,Not RSPO Certified,,2020/09/01 00:00:00+00,2.783242216,111.7377968,MYS,Malaysia,Sarawak,Matu,1-Fully Verified, ,,"TP PALM OIL MILL,IGAN OIL MILL SDN BHD,IGAN (TA ANN),,"
PO1000010948,PPKR TEBENAN,PTPN VII,PTP Nusantara VII,PTPN VII,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-2.869715,104.191838,IDN,Indonesia,Sumatera Selatan,Banyu Asin,1-Fully Verified, ,,"PERKEBUNAN NUSANTARA VII (TEBENAN),UNIT TEBENAN"
PO1000010949,KHLONGTOM DIVISION,UNIVANICH PALM OIL CO. LTD,UNIVANICH PALM OIL,UNIVANICH PALM OIL CO. LTD,,,Not RSPO Certified,,2020/09/01 00:00:00+00,7.987779,99.209092,THA,Thailand,Krabi,Khlong Thom,1-Fully Verified, ,,
PO1000010950,PALMEIRAS COLOMBIA S.A.,CI TOP,THIN OIL,CI TOP,,,Not RSPO Certified,,2020/09/01 00:00:00+00,1.4589,-78.6869,COL,Colombia,Nariño,Tumaco,1-Fully Verified, ,,"PALMEIRAS COLOMBIA,PALMEIRAS,PALMEIRAS COLOMBIA SA"
PO1000010951,CVP,UNIVANICH PALM OIL PCL,UNIVANICH PALM OIL,UNIVANICH PALM OIL PCL,,,Not RSPO Certified,,2020/09/01 00:00:00+00,9.237,98.3964,THA,Thailand,Phangnga,Khura Buri,1-Fully Verified, ,,
PO1000010952,KENRAM PALM OIL INDUSTRIES,KENRAM PALM OIL INDUSTRIES,Kenram Industrial & Development,KENRAM PALM OIL INDUSTRIES,,,Not RSPO Certified,,2020/09/01 00:00:00+00,6.67798,124.60326,PHL,Philippines,Sultan Kudarat,Isulan,1-Fully Verified, ,,
PO1000011157,KRISHNA ENTERPRISES,UNKNOWN,,KRISHNA ENTERPRISES,,,Not RSPO Certified,,2020/09/01 00:00:00+00,8.95073,76.99746,IND,India,Kerala,Kollam,1-Fully verified, ,,
PO1000011158,ANAK ANGKAT,UNKNOWN,Incasi Raya Group (IRG),CITALARAS CIPTA INDONESIA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-2.063677,101.005994,IDN,Indonesia,Sumatera Barat,Pesisir Selatan,1-Fully verified, ,,
PO1000011159,Aceh Seujahtera,Agro Sinergi Nusantara ,PTPN III,AGRO SINERGI NUSANTARA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,4.453558,95.927323,IDN,Indonesia,Aceh,Aceh Jaya,1-Fully verified, ,,"BATE PUTEH,AGRO SINERGI NUSANTARA (BATEE PUTEH),PKS BATEE PUTEH"
PO1000011160,ARSO,PTPN III,PTPN III,PERKEBUNAN NUSANTARA II,PTPN II,,Not RSPO Certified,,2020/09/01 00:00:00+00,-2.784752,140.722898,IDN,Indonesia,Papua,Keerom,1-Fully verified, ,,
PO1000011161,SUNGAI TAWANG,Kencana,Kencana Agri,BUANA TUNAS SEJAHTERA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,0.78499,111.77888,IDN,Indonesia,Kalimantan Barat,Kapuas Hulu,1-Fully verified, ,,
PO1000011162,PALM D SRI NAKORN,UNKNOWN,,PALM D SRI NAKORN,,,Not RSPO Certified,,2020/09/01 00:00:00+00,8.0520269,100.2094702,THA,Thailand,Nakhon Si Thammarat,Hua Sai,1-Fully verified, ,,
PO1000011163,PALM THONG THAI CO,UNKNOWN,,PALM THONG THAI CO,,,Not RSPO Certified,,2020/09/01 00:00:00+00,12.2671104,99.8405216,THA,Thailand,Prachuap Khiri Khan,K. Sam Roi Yot,1-Fully verified, ,,
PO1000011164,PHATTRA PALM OIL,UNKNOWN,,PHATTRA PALM OIL,,,Not RSPO Certified,,2020/09/01 00:00:00+00,8.2183275,99.0529751,THA,Thailand,Krabi,Khao Phanom,1-Fully verified, ,,PHATTARA PALM OIL CO. LTD.
PO1000011165,BWENDERO PALM OIL MILL,UNKNOWN,BIDCO,BIDCO UGANDA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-0.446111,32.219722,UGA,Uganda,Kalangala,Bujumba,1-Fully verified, ,,BWENDERO PALM OILMILL
PO1000011166,WAHANA KARYA SEJAHTERA MANDIRI,UNKNOWN,KPN,WAHANA KARYA SEJAHTERA MANDIRI,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-2.111927222,119.3393961,IDN,Indonesia,Sulawesi Barat,Mamuju,1-Fully verified, ,,P-WKSM
PO1000011167,ALAM JAYA PERSADA,UNKNOWN,KPN,ALAM JAYA PERSADA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-0.931346389,117.1502303,IDN,Indonesia,Kalimantan Timur,Kutai Kartanegara,1-Fully verified, ,,
PO1000011168,KARYA AGUNG SAWIT (UJUNG BATU),UNKNOWN,STA,SUMBER TANI AGUNG,,,Not RSPO Certified,,2020/09/01 00:00:00+00,1.318478,100.010726,IDN,Indonesia,Sumatera Utara,Padang Lawas,1-Fully verified, ,,
PO1000011169,LIGURIA OIL MILL,UNKNOWN,Tzen,TZEN PLANTATION,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-4.956151,151.957441,PAN,Papua New Guinea,East New Britain,Pomio,1-Fully verified, ,,LIGURIA
PO1000011170,PALMAS DE CANDELARIA,UNKNOWN,THIN OIL,PALMAS DE CANDELARIA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,18.32183333,-91.36483333,MEX,Mexico,Campeche,Carmen,1-Fully verified, ,,PALMAS DE CANDELARIA S.A. DE C.V.
PO1000011171,APPARAOPETA OIL PALM FACTORY,UNKNOWN,,TELANGANA STATE OIL FEDERATION,,,Not RSPO Certified,,2020/09/01 00:00:00+00,17.252656,81.096193,IND,India,Telangana,Khammam,1-Fully verified, ,,
PO1000011172,PALM BAY,UNKNOWN,,EQUATORIAL PALM OIL,,,Not RSPO Certified,,2020/09/01 00:00:00+00,5.83197,-9.7634,LBR,Liberia,GrandBassa,District # 4,2-High Confidence, ,,
PO1000011173,KILANG SAWIT BIJAT,UNKNOWN,TH Plantations Berhad (THP),SALCRA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,1.330232,111.451023,MYS,Malaysia,Sarawak,Sri Aman,2-High Confidence, ,,"KILANG SAWIT BIJAT,LUBOK ANTU MILL 2,K.K.S. LUBUK ANTU 2,K.K.S. LUBUK ANTU 2,LUBUK ANTU 2"
PO1000011174,KENAYA,UNKNOWN,Dhanistha ,DHANISTA SURYA NUSANTARA,Dhanistha ,,Not RSPO Certified,,2020/09/01 00:00:00+00,-0.956973,110.4042,IDN,Indonesia,Kalimantan Barat,Ketapang,2-High Confidence, ,,"MULIA BHAKTI KAHURIPAN,MULIA BHAKTI KAHURIPAN (KENAYA MILL)"
PO1000011175,AEN PALM OIL PROCESSING,UNKNOWN,,AEN PALM OIL PROCESSING,,,Not RSPO Certified,,2020/09/01 00:00:00+00,6.545986,80.228546,LKA,Sri Lanka,Kalutara,Palindanuwara,2-High Confidence, ,,AEN
PO1000011179,MADINA AGRO LESTARI (SIKAPAS),UNKNOWN,STA,SUMBER TANI AGUNG,,,Not RSPO Certified,,2020/09/01 00:00:00+00,1.217194444,98.89572222,IDN,Indonesia,Sumatera Utara,Mandailing Natal,2-High Confidence, ,,"SIKAPAS,MADINA AGRO LESTARI,MADINA AGRO LESTARI- SIKAPAS,MADINA AGRO LESTARI - SIKAPAS,MADINA AGROLESTARI PT.,PKMS SIKAPAS,MADINA AGROLESTARI"
PO1000011180,BALAI JAYA,UNKNOWN,PTPN III,TIAN TUJUHPULUH UTAMA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,1.684,100.53362,IDN,Indonesia,Riau,Rokan Hilir,2-High Confidence, ,,"TIAN TUJUHPULUH UTAMA - BALAI JAYA,TIAN TUJUHPULUH UTAMA PT.,ABDI BUDI MULIA 83"
PO1000011181,TALIWAS,UNKNOWN,TECK GUAN GROUP,TECK GUAN GROUP,,,Not RSPO Certified,,2020/09/01 00:00:00+00,5.070072,118.256194,MYS,Malaysia,Sabah,Lahad Datu,2-High Confidence, ,,"TALIWAS PALM OIL MILL SDN BHD,TALIWAS PALM OIL MILL SDN BHD,TALIWAS PALM OIL MILL,TALIWAS _ TECK GUAN,TECK GUAN,TALIWAS PALM OIL,TALIWAS POM,,ABDI BUDI MULIA 1156"
PO1000011182,MUSTIKA AGUNG SAWIT GEMILANG,UNKNOWN,Mustika,MUSTIKA AGUNG SAWIT GEMILANG,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-0.525277778,101.9933889,IDN,Indonesia,Riau,Indragiri Hulu,2-High Confidence, ,,"MUSTIKA AGUNG SAWIT GEMILANG PT.,PT MUSTIKA AGUNG SAWIT GEMILANG,PT. MUSTIKA AGUNG SAWIT GEMILANG,PT. MUSTIKA AGUNG SAWIT GEMILANG"
PO1000011183,MERCHONG PALM OIL MILL,UNKNOWN,Prosper Group,PROSPER GROUP,,,Not RSPO Certified,,2020/09/01 00:00:00+00,2.80355,103.306237,MYS,Malaysia,Pahang,Rompin,2-High Confidence, ,,"MERCHONG,,,MERCHONG PALM OIL MILL SDN BHD,MERCHONG PALM OIL MILL SDN
BHD,MERCHONG PALM OIL SDN BHD - MILL,MERCHONG PALM OIL SDN BHD,MERCHONG P0M,MEHCHONG PALM OIL MILL SDN BHD,MERCHONG PALM OIL SDN BHD - MI,MERCHONG POM"
PO1000011184,PELITA AGUNG AGRINDUSTRI,UNKNOWN,Permata Hijau Group (PHG),PERMATA HIJAU GROUP,,,Not RSPO Certified,,2020/09/01 00:00:00+00,1.427505556,101.18765,IDN,Indonesia,Riau,Bengkalis,2-High Confidence, ,,"PELITA AGUNG AGRINDUSTRI (PABRIK),PELITA AGUNG AGRINDUSTRI (PABRIK),PT. PELITA AGUNG AGRINDUSTRI"
PO1000011185,SYARIKAT PERPADUAN,UNKNOWN,Syarikat Perpaduan Kilang Minyak,SYARIKAT PERPADUAN KILANG MINYAK,,,Not RSPO Certified,,2020/09/01 00:00:00+00,3.151674,101.336935,MYS,Malaysia,Selangor,Klang,3-Low Confidence, ,Crusher,SYARIKAT PERPADUAN KLANG MINYAK SDN BHD
PO1000011186,PROSYMPAC AGRO LESTARI,UNKNOWN,,PROSYMPAC AGRO LESTARI,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-1.98912,104.02697,IDN,Indonesia,Sumatera Selatan,Musi Banyuasin,3-Low Confidence, ,,
PO1000011188,PERDANA,UNKNOWN,Dhanistha ,DHANISTA SURYA NUSANTARA,Dhanistha ,,Not RSPO Certified,,2020/09/01 00:00:00+00,-2.200481,110.814133,IDN,Indonesia,Kalimantan Barat,Ketapang,3-Low Confidence, ,,"PERTIWI LENGGARA AGROMAS,PERDANA (DSN),"
PO1000011190,BETA PALM OIL MILL,UNKNOWN,BIDCO,BIDCO UGANDA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-0.31683,32.151898,UGA,Uganda,Kalangala,Bujumba,3-Low Confidence, ,,
PO1000011191,MANOBANDACORP,UNKNOWN,,MANOBANDACORP,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-1.07268655,-79.6077342,ECU,Ecuador,Los Rios,Quevedo,3-Low Confidence, ,,"MANOBANDACORP -CORPALMA,MANOBANDACORP-CORPALMA,MANOBANDA"
PO1000011192,EXTRACTORA TAILÂNDIA,UNKNOWN,Belem Bioenergia Brasil (BBB),BELEM BIOENERGIA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-2.798097,-48.936475,BRA,Brazil,Pará,Tailândia,3-Low Confidence, ,,"EXTRACTORA TAILANDIA,EXTRACTORA TAILANDIA,TAILÂNDIA"
PO1000011193,GADING SAWIT KENCANA,UNKNOWN,Wilmar,GADING SAWIT KENCANA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-2.510682,112.55489,IDN,Indonesia,Kalimantan Tengah,Kotawaringin Timur,3-Low Confidence, ,,"PT GADING SAWIT KENCANA,,,ABDI BUDI MULIA 299"
PO1000011194,KENCANA AGRO PERSADA,UNKNOWN,,GENG GROUP,,,Not RSPO Certified,,2020/09/01 00:00:00+00,0.605639,101.241306,IDN,Indonesia,Riau,Kampar,3-Low Confidence, ,,"PANGKALAN BARU INDAH,KENCANA AGRO PERSADA PT.,PT KENCANA AGRO PERSADA,PT. KENCANA AGRO PERSADA,ABDI BUDI MULIA 469"
PO1000011195,LIFERE AGRO KAPUAS,UNKNOWN,UNITED MALACCA BHD (UMB),UNITED MALACCA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-2.740389,114.456711,IDN,Indonesia,Kalimantan Tengah,Kapuas,3-Low Confidence, ,,"ARWANA PALM OIL MILL,PT LIFERE AGRO KAPUAS,ARWANA"
PO1000011196,SUKSES KARYA MANDIRI,UNKNOWN,TAP,TRIPUTRA AGRO PERSADA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-2.189397,111.342031,IDN,Indonesia,Kalimantan Tengah,Sukamara,3-Low Confidence, ,,ABDI BUDI MULIA 1079
PO1000011197,AGRIPRIMA CIPTA PERSADA,KPN,KPN,AGRIPRIMA CIPTA PERSADA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-7.450096,140.500032,IDN,Indonesia,Papua,Merauke,3-Low Confidence, ,,
PO1000011198,BUMI KHATULISTIWA MANDIRI,BUMI KHATULISTIWA MANDIRI ,BUMI KHATULISTIWA MANDIRI,BUMI KHATULISTIWA MANDIRI,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-3.274438,105.813696,IDN,Indonesia,Sumatera Selatan,Ogan Komering Ilir,3-Low Confidence, ,,
PO1000011199,BOUBO,SIFCA,SIFCA,PALMCI,PALMCI,,Not RSPO Certified,,2020/09/01 00:00:00+00,5.644,-5.32,CIV,Côte d'Ivoire,Gôh-Djiboua,Lôh-Djiboua,2-High Confidence, ,,PALMCI BOUBO
PO1000011200,COMPAÑIA PALMICULTORA DEL LLANO S.A. - PALMALLANO S.A.,UNKNOWN,INPARME,UNKOWN,,,Not RSPO Certified,,2020/09/01 00:00:00+00,4.346079,-73.004524,COL,Colombia,Meta,Cabuyaro,1-Fully verified, ,,"PALMALLANO,PALMERAS DEL LLANO S.A"
PO1000011201,PALMERAS LA MARGARITA DIAZ MARTINEZ & CIA LTDA.,UNKNOWN,Palmeras La Margarita Diaz Martinez Y Compania Ltda,UNKOWN,,,Not RSPO Certified,,2020/09/01 00:00:00+00,3.904905,-73.538584,COL,Colombia,Meta,Acacías,2-High Confidence, ,,
PO1000011214,SARAWAK OIL PALMS BERHAD - BALINGIAN,UNKNOWN,Sarawak Oil Palms,UNKOWN,,,Not RSPO Certified,,2020/09/01 00:00:00+00,2.98105,112.4788,MYS,Malaysia,Sarawak,Mukah,1-Fully verified, ,,BALINGIAN PALM OIL MILL
PO1000011215,SAWITA LEIDONG JAYA,UNKNOWN,,SAWITA LEIDONG JAYA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,0.541227,101.394954,IDN,Indonesia,Riau,Pekanbaru,3-Low Confidence, ,,
PO1000011263,BERSAMA OESAHA SARAGIH SEJAHTERA,UNKNOWN,,BERSAMA OESAHA SARAGIH SEJAHTERA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,3.209654,98.884564,IDN,Indonesia,Sumatera Utara,Serdang Bedagai,2-High Confidence, ,,"BERSAMA OESAHA SARAGIHSEJAHTERA,PT. BERSAMA OESAHA SARAGIH SEJAHTERA,PT. BERSAMA OESAHA SARAGIH SEJAHTERA"
PO1000011300,PT BULUNGAN HIJAU PERKASA,FANGIONO AGRO PLANTATION,FAP,PT BULUNGAN HIJAU PERKASA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,3.928996,116.816399,IDN,Indonesia,Kalimantan Timur,Nunukan,2-High Confidence, ,,BULUNGAN HIJAU PERKASA
PO1000011301,PT INTI SELARAS PERKASA,WINGS CORP,WINGS AGRO,PT INTI SELARAS PERKASA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,2.738595,117.208687,IDN,Indonesia,Kalimantan Timur,Bulungan,2-High Confidence, ,,INTI SELARAS PERKASA - BULUNGAN
PO1000011303,MBAMBOU POM,SOCFIN S.A.,SOCFIN,SOCAPALM (SOCIÉTÉ CAMEROUNAISE DE PALMERAIES),,,RSPO Certified,"RSPO Certified, MB",2020/09/01 00:00:00+00,3.732936,9.862567,CMR,Cameroon,Littoral,Sanaga Maritime,2-High Confidence, ,,
PO1000011304,EDEA POM,SOCFIN S.A.,SOCFIN,SOCAPALM (SOCIÉTÉ CAMEROUNAISE DE PALMERAIES),,,RSPO Certified,"RSPO Certified, MB",2020/09/01 00:00:00+00,3.5698028,10.110225,CMR,Cameroon,Littoral,Sanaga Maritime,2-High Confidence, ,,SOCAPALM EDEA
PO1000011305,NATURA PASIFIC NUSANTARA,TRIPUTRA,TAP,PT NATURA PASIFIC NUSANTARA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,2.24749,116.985,IDN,Indonesia,Kalimantan Timur,Berau,2-High Confidence, ,,
PO1000011306,PT HANUSENTRA AGRO LESTARI,DHARMA AGUNG WIJAYA,DHARMA AGUNG WIJAYA (DAW),PT HANUSENTRA AGRO LESTARI,,,Not RSPO Certified,,2020/09/01 00:00:00+00,1.177671,117.902178,IDN,Indonesia,Kalimantan Timur,Kutai Timur,2-High Confidence, ,,"HANUSENTRA AGRO LESTARI,HANUSENTRA AGRO
LESTARI"
PO1000011307,PT BORNEO BHAKTI SEJAHTERA,FANGIONO AGRO PLANTATION,FAP,PT BORNEO BHAKTI SEJAHTERA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,0.495463,115.366593,IDN,Indonesia,Kalimantan Timur,Kutai Barat,2-High Confidence, ,,"BORNEO BHAKTI SEJAHTERA,BORNEO BHAKTI SEJAHTERA MILL,"
PO1000011308,TANDAN SAWIT PAPUA POM,UNKNOWN,Eagle High Plantations (EHPT),PT TANDAN SAWITA PAPUA,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-2.8671,140.8809,IDN,Indonesia,Papua,Keerom,2-High Confidence, ,,"TANDAN SAWIT PAPUA,TANDAN SAWITA PAPUA"
PO1000011309,PT RAFI KAMAJAYA ABADI,TDM BERHAD,TDM,PT RAFI KAMAJAYA ABADI,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-0.241377,111.620783,IDN,Indonesia,Kalimantan Barat,Melawi,2-High Confidence, ,,
PO1000011310,TAMIANG POM,SIME DARBY,Sime Darby Guthrie (SDGI),PT PADANG PALMA PERMAI,,,Not RSPO Certified,,2020/09/01 00:00:00+00,4.30555,98.0267,IDN,Indonesia,Aceh,Aceh Tamiang,2-High Confidence, ,,
PO1000011311,SAWIT JAYA ABADI,ASTRA AGRO LESTARI,Astra Agro Lestari (AAL),PT SAWIT JAYA ABADI,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-1.9595,120.83,IDN,Indonesia,Sulawesi Tengah,Poso,1-Fully Verified, ,,
PO1000011312,TRIBUANA MAS,ASTRA AGRO LESTARI,Astra Agro Lestari (AAL),PT TRIBUANA MAS,,,Not RSPO Certified,,2020/09/01 00:00:00+00,-2.728,114.843,IDN,Indonesia,Kalimantan Selatan,Tapin,2-High Confidence, ,,
